post_id,post_topic,content_type,engagement,post_age_hours,author_experience,author_network_size
P03817,Leadership,Image,0.74,3.6,3.1,523
P03818,Leadership,Image,0.3648,12.6,4.0,52
P03819,AI,Article,0.2255,26.8,4.1,263
P03820,Design,Video,0.1913,11.5,0.9,294
P03821,Machine Learning,Text,0.2809,3.6,4.2,871
P03822,Data Science,Video,0.2413,24.9,15.1,309
P03823,Design,Text,0.461,20.1,3.2,1033
P03824,Marketing,Image,0.4339,17.0,8.9,1418
P03825,Marketing,Job Opportunity,0.1428,1.6,6.9,528
P03826,Career,Text,0.3351,26.8,3.9,386
P03827,Finance,Job Opportunity,0.4695,0.2,2.8,146
P03828,Marketing,Image,0.5162,12.7,2.3,554
P03829,Finance,Video,0.4088,29.9,2.9,259
P03830,Machine Learning,Text,0.0606,42.2,1.9,1021
P03831,Software,Text,0.3711,14.1,1.3,104
P03832,Leadership,Article,0.5411,27.7,2.6,196
P03833,Software,Article,0.5231,10.6,9.4,707
P03834,Design,Video,0.1435,4.5,7.5,1333
P03835,Design,Article,0.187,15.3,3.6,601
P03836,Leadership,Text,0.8258,12.8,10.1,937
P03837,AI,Job Opportunity,0.4452,34.3,2.9,391
P03838,Leadership,Video,0.325,20.6,1.7,1326
P03839,Design,Article,0.2372,12.9,14.2,414
P03840,Leadership,Image,0.1173,7.4,5.9,516
P03841,Marketing,Article,0.2748,12.4,7.0,406
P03842,Marketing,Image,0.4224,16.7,3.0,279
P03843,Finance,Article,0.393,12.4,3.3,486
P03844,Software,Article,0.3171,10.7,3.6,423
P03845,Finance,Job Opportunity,0.3356,9.1,7.4,497
P03846,Design,Text,0.2863,12.0,2.3,58
P03847,AI,Article,0.2656,47.6,2.7,173
P03848,Machine Learning,Article,0.3829,42.1,8.1,228
P03849,Career,Text,0.0524,20.4,20.5,105
P03850,Career,Image,0.2615,1.8,4.4,164
P03851,Finance,Article,0.2507,48.1,2.3,608
P03852,Data Science,Article,0.2763,88.0,2.1,444
P03853,AI,Job Opportunity,0.5563,10.8,5.4,754
P03854,Leadership,Text,0.4329,123.5,11.2,713
P03855,Finance,Article,0.546,12.0,8.8,760
P03856,Career,Article,0.5514,32.2,6.4,356
P03857,Data Science,Job Opportunity,0.1404,16.3,2.1,1013
P03858,Career,Text,0.3335,4.4,5.4,218
P03859,Design,Video,0.2821,24.3,1.6,972
P03860,Machine Learning,Video,0.6661,0.8,12.3,699
P03861,Leadership,Text,0.2751,19.7,3.1,579
P03862,Marketing,Image,0.4748,8.4,3.8,338
P03863,Data Science,Job Opportunity,0.5137,37.0,10.2,199
P03864,Machine Learning,Video,0.3092,32.6,3.7,343
P03865,Machine Learning,Image,0.664,0.9,12.6,102
P03866,Machine Learning,Article,0.3296,18.0,0.1,786
P03867,Software,Text,0.2182,45.5,2.8,233
P03868,Finance,Video,0.3488,22.7,7.6,245
P03869,Finance,Article,0.3888,36.8,8.4,79
P03870,Design,Article,0.3024,44.4,2.9,147
P03871,Leadership,Article,0.4019,41.1,1.9,2777
P03872,Design,Text,0.4456,0.5,6.5,204
P03873,Leadership,Image,0.2643,16.1,4.6,770
P03874,Marketing,Article,0.1854,11.1,0.6,121
P03875,Career,Video,0.6761,29.9,2.0,115
P03876,Leadership,Article,0.2444,12.7,7.7,328
P03877,Career,Video,0.3295,10.5,6.2,350
P03878,Software,Text,0.2153,30.4,3.3,205
P03879,Leadership,Article,0.4451,37.6,1.7,331
P03880,Software,Text,0.1959,28.7,7.1,179
P03881,Software,Article,0.5735,34.6,9.5,878
P03882,Leadership,Text,0.2386,68.2,6.5,1661
P03883,Finance,Video,0.2167,31.7,2.3,767
P03884,Career,Job Opportunity,0.5923,77.1,3.3,111
P03885,Leadership,Video,0.2729,3.6,15.2,475
P03886,Leadership,Text,0.642,23.5,5.1,209
P03887,Machine Learning,Video,0.458,4.5,16.5,209
P03888,AI,Text,0.5954,14.3,3.3,586
P03889,Software,Video,0.4824,51.8,4.4,362
P03890,Data Science,Video,0.6116,14.3,1.7,364
P03891,Career,Text,0.512,65.1,2.1,344
P03892,AI,Image,0.7863,2.4,1.7,161
P03893,Finance,Text,0.1268,14.6,2.3,147
P03894,Career,Article,0.6243,16.1,7.1,264
P03895,Data Science,Video,0.4179,2.1,14.9,283
P03896,Software,Image,0.2368,66.4,5.1,461
P03897,Machine Learning,Image,0.3439,46.6,1.0,672
P03898,Data Science,Text,0.2179,36.8,4.3,287
P03899,Marketing,Video,0.5706,46.5,3.9,381
P03900,Marketing,Job Opportunity,0.331,155.1,8.0,690
P03901,Career,Article,0.3714,10.0,1.9,270
P03902,AI,Text,0.1838,1.5,4.4,467
P03903,Software,Text,0.213,24.1,10.7,393
P03904,Data Science,Image,0.2686,14.6,15.4,256
P03905,Data Science,Text,0.132,27.5,5.6,120
P03906,Leadership,Image,0.1602,1.8,6.7,155
P03907,AI,Article,0.2412,135.5,6.9,759
P03908,Software,Article,0.2802,52.5,3.2,91
P03909,AI,Article,0.2342,49.6,7.9,1367
P03910,Marketing,Text,0.1359,16.6,2.9,192
P03911,Design,Image,0.3596,1.9,5.1,80
P03912,Design,Article,0.2362,61.0,1.0,214
P03913,AI,Article,0.4918,37.1,1.9,54
P03914,Machine Learning,Job Opportunity,0.4769,48.7,3.7,84
P03915,Marketing,Text,0.2812,19.8,4.3,358
P03916,Software,Video,0.4252,13.1,3.1,94
P03917,Software,Article,0.4159,29.8,4.4,98
P03918,Leadership,Job Opportunity,0.1412,2.4,1.3,345
P03919,Software,Text,0.1928,0.8,1.0,350
P03920,Marketing,Article,0.5518,43.0,8.4,492
P03921,AI,Video,0.306,48.9,8.5,397
P03922,Design,Text,0.414,20.7,2.8,315
P03923,AI,Text,0.3174,13.4,5.0,521
P03924,AI,Text,0.0736,52.0,3.3,682
P03925,Data Science,Text,0.3195,1.7,3.7,347
P03926,Career,Video,0.1327,11.1,4.6,495
P03927,Marketing,Article,0.3515,46.5,3.9,41
P03928,Finance,Image,0.3248,28.7,9.0,232
P03929,Software,Article,0.2961,9.5,6.6,1042
P03930,Software,Video,0.4098,201.0,3.7,210
P03931,Marketing,Article,0.5738,3.9,5.6,493
P03932,Finance,Text,0.0148,44.1,7.9,397
P03933,Marketing,Video,0.0954,22.4,2.9,199
P03934,Data Science,Video,0.5362,14.7,10.0,473
P03935,Software,Image,0.2903,3.2,3.4,229
P03936,Machine Learning,Text,0.279,4.6,13.8,223
P03937,Software,Job Opportunity,0.3921,14.0,5.7,221
P03938,Machine Learning,Job Opportunity,0.2379,4.1,1.4,165
P03939,Finance,Job Opportunity,0.4991,52.3,2.4,148
P03940,Software,Text,0.459,29.6,2.0,223
P03941,Career,Article,0.4261,35.0,6.6,348
P03942,Finance,Video,0.3373,87.9,2.7,243
P03943,Software,Text,0.043,27.7,5.7,231
P03944,AI,Image,0.4544,4.3,6.3,2570
P03945,Machine Learning,Article,0.1307,18.8,4.4,588
P03946,AI,Image,0.2577,4.6,11.2,88
P03947,Software,Article,0.2904,34.8,6.0,403
P03948,Software,Job Opportunity,0.2482,29.5,1.1,416
P03949,AI,Video,0.6318,8.4,6.0,5469
P03950,Leadership,Article,0.2639,18.6,4.3,433
P03951,Finance,Text,0.3027,1.3,0.7,1781
P03952,Design,Text,0.4212,32.4,9.8,239
P03953,Career,Job Opportunity,0.493,22.1,7.0,177
P03954,AI,Text,0.3354,6.8,3.8,131
P03955,Leadership,Video,0.3528,26.1,2.9,669
P03956,Design,Text,0.0275,31.2,9.2,159
P03957,Career,Video,0.0733,14.5,5.7,197
P03958,Leadership,Article,0.3369,2.2,0.4,498
P03959,Machine Learning,Job Opportunity,0.051,2.4,12.9,254
P03960,Design,Video,0.7107,10.9,4.8,373
P03961,Career,Image,0.3338,59.6,10.7,121
P03962,Finance,Image,0.1526,48.0,4.9,49
P03963,Design,Article,0.3778,0.0,3.5,923
P03964,Finance,Text,0.0525,3.2,5.3,835
P03965,Finance,Text,0.1549,64.9,14.8,271
P03966,Career,Article,0.4933,11.6,4.0,359
P03967,Leadership,Article,0.0828,46.4,2.5,156
P03968,Finance,Image,0.1797,17.1,5.2,268
P03969,Career,Text,0.544,10.8,11.3,2295
P03970,Design,Video,0.7077,36.9,3.5,1386
P03971,Marketing,Text,0.3325,4.4,23.2,414
P03972,Design,Article,0.2706,11.2,0.9,72
P03973,Data Science,Text,0.3836,16.5,6.3,502
P03974,Finance,Text,0.3573,47.7,4.8,267
P03975,Marketing,Job Opportunity,0.4295,42.6,3.0,237
P03976,Marketing,Video,0.4028,23.8,13.3,329
P03977,Machine Learning,Article,0.5393,14.0,6.0,1545
P03978,Finance,Video,0.4653,3.0,11.9,372
P03979,Machine Learning,Text,0.2444,29.8,2.5,734
P03980,Leadership,Article,0.1789,18.3,4.7,465
P03981,Career,Article,0.3036,3.5,1.8,454
P03982,Leadership,Article,0.4956,7.7,11.5,564
P03983,Career,Image,0.1867,43.6,2.9,237
P03984,Marketing,Image,0.334,5.1,2.1,112
P03985,Data Science,Video,0.1809,33.5,9.9,1188
P03986,AI,Article,0.3002,45.8,12.1,98
P03987,AI,Text,0.2176,29.0,4.5,418
P03988,Design,Text,0.1878,10.9,10.4,1415
P03989,Career,Text,0.4194,9.0,6.1,437
P03990,Data Science,Video,0.1383,9.3,6.6,536
P03991,Design,Article,0.5986,4.3,2.1,536
P03992,Software,Article,0.1446,19.2,2.5,843
P03993,Leadership,Video,0.5868,16.0,8.5,982
P03994,Machine Learning,Text,0.387,15.4,3.8,105
P03995,Leadership,Video,0.3908,27.1,1.0,948
P03996,AI,Image,0.0665,3.7,6.3,315
P03997,Leadership,Video,0.5049,9.0,4.7,181
P03998,Finance,Job Opportunity,0.422,31.1,3.2,140
P03999,Marketing,Video,0.3355,76.2,1.2,406
P04000,AI,Image,0.4349,36.0,4.4,211
P04001,Data Science,Video,0.3103,78.8,4.5,351
P04002,Machine Learning,Image,0.2987,59.5,5.0,330
P04003,Marketing,Text,0.2268,155.2,0.5,418
P04004,AI,Text,0.1583,55.5,7.7,625
P04005,Design,Text,0.1031,20.8,6.1,848
P04006,Machine Learning,Video,0.3929,56.0,1.4,834
P04007,Finance,Text,0.2425,27.7,7.3,1113
P04008,Design,Job Opportunity,0.7143,69.5,6.8,268
P04009,Data Science,Video,0.5535,12.5,6.0,184
P04010,Finance,Text,0.1341,18.5,3.3,309
P04011,Design,Text,0.2844,0.9,8.8,223
P04012,AI,Image,0.2312,35.9,12.7,116
P04013,Marketing,Image,0.4828,5.2,4.4,269
P04014,Marketing,Video,0.6378,78.3,1.9,572
P04015,Leadership,Article,0.3651,19.2,2.5,870
P04016,Marketing,Job Opportunity,0.7445,0.6,2.2,306
P04017,Finance,Job Opportunity,0.5099,53.1,5.9,784
P04018,Finance,Job Opportunity,0.2683,33.1,6.2,332
P04019,Software,Video,0.3669,24.4,0.5,49
P04020,Data Science,Article,0.1968,46.1,2.9,111
P04021,Design,Job Opportunity,0.2162,15.2,6.0,458
P04022,Marketing,Article,0.4764,3.7,5.7,78
P04023,Leadership,Article,0.3422,2.3,3.1,114
P04024,Machine Learning,Video,0.5292,12.3,5.0,98
P04025,Data Science,Text,0.5771,115.1,22.2,279
P04026,Machine Learning,Image,0.27,65.5,5.1,399
P04027,Design,Video,0.2086,14.2,2.2,84
P04028,Design,Article,0.1912,15.3,3.9,604
P04029,Data Science,Video,0.4406,8.7,9.8,333
P04030,Data Science,Job Opportunity,0.1269,25.6,3.6,115
P04031,Leadership,Job Opportunity,0.1369,4.5,4.5,340
P04032,Machine Learning,Article,0.2472,10.7,11.6,180
P04033,Marketing,Text,0.3302,9.6,2.2,178
P04034,Machine Learning,Article,0.3079,7.9,5.6,120
P04035,Finance,Image,0.0861,4.6,3.9,325
P04036,Leadership,Video,0.2227,9.6,6.4,270
P04037,Leadership,Text,0.4304,55.6,3.8,268
P04038,Machine Learning,Text,0.4471,35.0,1.6,298
P04039,Software,Image,0.3803,5.1,2.0,398
P04040,Data Science,Image,0.1397,7.8,11.0,281
P04041,Leadership,Text,0.352,46.7,5.4,67
P04042,Software,Article,0.4238,12.0,4.3,317
P04043,Finance,Text,0.1191,25.1,13.0,152
P04044,Software,Job Opportunity,0.5607,18.3,6.5,810
P04045,Data Science,Video,0.0512,38.9,3.6,464
P04046,Finance,Image,0.5803,10.0,6.0,727
P04047,Machine Learning,Text,0.1695,3.0,10.9,213
P04048,AI,Text,0.2539,6.1,8.5,673
P04049,Machine Learning,Article,0.1442,60.0,3.7,135
P04050,Finance,Text,0.2319,4.7,5.6,324
P04051,Machine Learning,Article,0.172,26.4,4.4,159
P04052,AI,Text,0.6197,15.9,19.3,531
P04053,Career,Text,0.1602,0.8,8.4,1307
P04054,Design,Image,0.1158,95.7,2.6,436
P04055,Finance,Text,0.2395,24.1,8.8,100
P04056,Marketing,Article,0.2604,27.1,1.2,192
P04057,Machine Learning,Article,0.1576,53.6,1.1,3814
P04058,AI,Text,0.3456,8.7,5.7,636
P04059,AI,Video,0.316,21.9,5.6,178
P04060,Machine Learning,Video,0.072,100.6,5.8,689
P04061,Machine Learning,Video,0.716,23.0,7.5,364
P04062,Leadership,Job Opportunity,0.6691,44.3,4.1,2698
P04063,Leadership,Text,0.5729,31.2,9.0,349
P04064,Leadership,Text,0.2003,6.8,3.7,269
P04065,Software,Article,0.112,245.7,5.8,312
P04066,Data Science,Article,0.4869,14.7,2.8,242
P04067,Data Science,Text,0.3375,43.1,4.4,186
P04068,Machine Learning,Video,0.3653,27.6,3.6,134
P04069,Finance,Image,0.5155,36.0,4.5,225
P04070,Finance,Text,0.2344,10.1,7.7,611
P04071,Machine Learning,Text,0.5993,32.7,8.8,269
P04072,Software,Job Opportunity,0.3305,9.7,9.5,208
P04073,Finance,Image,0.6124,11.6,3.7,114
P04074,AI,Video,0.3217,10.1,6.4,580
P04075,Marketing,Text,0.4032,3.4,2.8,1197
P04076,Data Science,Text,0.5877,62.1,7.4,168
P04077,Leadership,Video,0.5613,81.6,1.5,198
P04078,Leadership,Article,0.2656,0.1,14.4,158
P04079,Data Science,Text,0.6638,5.7,3.1,636
P04080,Data Science,Article,0.1545,47.1,6.7,760
P04081,Finance,Video,0.2947,0.2,21.7,373
P04082,AI,Video,0.2094,124.4,4.0,128
P04083,Machine Learning,Article,0.3795,70.2,6.8,451
P04084,Machine Learning,Text,0.545,18.3,1.7,398
P04085,Software,Article,0.6829,1.8,6.4,431
P04086,Marketing,Image,0.4308,5.0,2.2,143
P04087,Software,Job Opportunity,0.4479,101.1,4.8,136
P04088,Finance,Text,0.1524,24.3,1.4,90
P04089,Leadership,Article,0.6058,28.7,6.2,831
P04090,Leadership,Job Opportunity,0.176,57.0,4.3,852
P04091,Finance,Image,0.3639,60.7,4.1,90
P04092,Marketing,Image,0.0507,36.6,1.2,174
P04093,Data Science,Text,0.5919,14.1,5.7,175
P04094,Finance,Article,0.0426,21.1,4.2,684
P04095,Career,Job Opportunity,0.3443,18.4,3.0,354
P04096,Finance,Text,0.5031,39.6,2.4,1134
P04097,Data Science,Text,0.3995,1.6,7.2,262
P04098,Design,Image,0.8102,46.3,6.0,113
P04099,Design,Video,0.4606,92.8,5.1,183
P04100,Career,Article,0.0841,12.0,16.8,159
P04101,Career,Job Opportunity,0.7022,45.1,9.4,766
P04102,Data Science,Video,0.4326,1.2,7.3,1538
P04103,Design,Article,0.0885,86.7,5.2,489
P04104,Marketing,Article,0.4331,12.4,6.9,189
P04105,Design,Video,0.5235,17.0,13.1,406
P04106,AI,Video,0.1393,28.9,1.5,90
P04107,AI,Article,0.844,11.4,6.0,281
P04108,AI,Text,0.2193,16.2,6.7,87
P04109,Design,Text,0.3343,18.3,2.2,485
P04110,Software,Text,0.2966,8.4,5.3,289
P04111,AI,Job Opportunity,0.2411,0.3,7.8,636
P04112,Leadership,Text,0.1262,9.2,7.3,598
P04113,Career,Job Opportunity,0.0323,13.6,5.0,212
P04114,Design,Text,0.2051,45.5,5.9,744
P04115,Marketing,Article,0.5112,1.0,5.4,128
P04116,Leadership,Article,0.6068,20.1,1.7,2720
P04117,Marketing,Job Opportunity,0.0956,3.7,3.8,113
P04118,Leadership,Article,0.0529,19.6,25.0,600
P04119,Finance,Article,0.0509,12.0,5.3,893
P04120,AI,Text,0.2501,0.4,3.6,381
P04121,Machine Learning,Video,0.4306,37.9,7.7,145
P04122,Design,Text,0.1697,33.8,1.4,178
P04123,AI,Article,0.4791,10.4,3.8,146
P04124,AI,Text,0.3936,20.0,4.2,329
P04125,Career,Job Opportunity,0.2482,54.6,7.8,622
P04126,Design,Job Opportunity,0.5893,30.3,5.4,486
P04127,Finance,Job Opportunity,0.5454,49.6,5.5,345
P04128,Machine Learning,Text,0.2408,30.7,5.1,108
P04129,Marketing,Article,0.551,71.4,2.6,1288
P04130,AI,Article,0.3087,2.0,5.6,287
P04131,Data Science,Job Opportunity,0.3177,17.4,5.9,244
P04132,Marketing,Image,0.4718,47.7,4.2,397
P04133,Career,Video,0.395,25.1,6.8,88
P04134,Machine Learning,Text,0.2109,40.3,3.0,315
P04135,Marketing,Text,0.4319,23.1,4.0,279
P04136,AI,Text,0.2826,84.5,10.8,288
P04137,Finance,Text,0.4044,21.4,3.2,877
P04138,Leadership,Text,0.4672,6.5,3.8,121
P04139,AI,Article,0.0889,98.1,6.1,320
P04140,Leadership,Article,0.5188,9.1,11.9,202
P04141,Design,Article,0.3716,35.7,8.4,278
P04142,Software,Job Opportunity,0.2492,2.4,5.9,643
P04143,Leadership,Job Opportunity,0.0329,2.5,5.0,298
P04144,Finance,Image,0.0443,76.6,1.1,265
P04145,Design,Image,0.687,18.1,5.6,50
P04146,Marketing,Article,0.1754,88.7,2.8,619
P04147,Career,Article,0.4156,18.0,2.7,90
P04148,Machine Learning,Article,0.5541,31.4,2.1,227
P04149,Software,Article,0.6748,37.2,8.5,166
P04150,Data Science,Image,0.6692,27.9,3.5,53
P04151,Design,Article,0.5808,6.8,1.9,369
P04152,Marketing,Job Opportunity,0.1999,7.8,4.4,236
P04153,Machine Learning,Video,0.1327,22.5,11.2,498
P04154,Career,Article,0.2039,6.7,2.4,511
P04155,Marketing,Image,0.1005,93.6,12.2,540
P04156,Data Science,Image,0.0659,34.7,6.3,496
P04157,Data Science,Video,0.5889,1.3,12.1,490
P04158,Leadership,Article,0.1506,4.9,4.3,709
P04159,Career,Text,0.134,66.2,8.1,440
P04160,Finance,Text,0.5755,21.8,14.5,392
P04161,Career,Image,0.2827,24.3,3.4,289
P04162,Leadership,Text,0.5718,36.5,4.6,406
P04163,AI,Job Opportunity,0.478,86.9,5.6,501
P04164,Career,Text,0.4513,9.0,6.1,489
P04165,Marketing,Job Opportunity,0.2369,21.2,0.4,286
P04166,Finance,Article,0.3134,20.6,6.7,1804
P04167,Marketing,Image,0.4601,3.9,5.8,1124
P04168,AI,Article,0.414,23.7,3.8,171
P04169,Design,Image,0.1327,25.9,19.7,328
P04170,Career,Job Opportunity,0.4762,13.6,9.3,1198
P04171,Design,Text,0.3599,0.7,12.3,163
P04172,Marketing,Article,0.8778,34.0,4.1,123
P04173,Software,Job Opportunity,0.3087,5.8,3.4,2809
P04174,Marketing,Job Opportunity,0.2053,39.9,7.0,224
P04175,Software,Image,0.1593,59.3,5.4,66
P04176,Finance,Text,0.5647,2.6,3.7,171
P04177,Career,Article,0.524,21.8,3.7,234
P04178,Machine Learning,Text,0.6511,160.1,1.8,631
P04179,Finance,Video,0.2276,145.3,9.4,339
P04180,Finance,Article,0.6094,13.0,8.4,107
P04181,Design,Article,0.2209,130.4,0.8,31
P04182,Finance,Job Opportunity,0.3993,56.3,8.3,488
P04183,Data Science,Video,0.1648,84.6,15.2,346
P04184,Data Science,Video,0.4055,56.3,8.6,866
P04185,Software,Job Opportunity,0.3643,28.5,3.3,198
P04186,Machine Learning,Text,0.9119,22.4,6.0,265
P04187,Leadership,Text,0.3466,10.9,1.2,214
P04188,Leadership,Job Opportunity,0.1849,7.9,2.6,201
P04189,Machine Learning,Job Opportunity,0.4176,69.0,8.3,447
P04190,Finance,Article,0.3851,0.8,2.5,228
P04191,Leadership,Text,0.471,47.3,4.3,85
P04192,Leadership,Text,0.5711,1.9,4.8,939
P04193,AI,Article,0.1846,25.0,8.1,392
P04194,AI,Article,0.0578,26.2,4.3,557
P04195,AI,Article,0.3383,39.4,2.5,938
P04196,Finance,Video,0.6249,37.9,6.2,278
P04197,Design,Article,0.294,42.3,1.9,279
P04198,AI,Job Opportunity,0.2189,28.1,11.4,139
P04199,Leadership,Video,0.2107,42.6,1.8,653
P04200,Leadership,Text,0.6085,103.2,8.6,95
P04201,Design,Image,0.3686,30.5,7.1,386
P04202,Marketing,Video,0.4514,38.6,8.5,499
P04203,Design,Image,0.3809,49.9,2.4,115
P04204,Finance,Job Opportunity,0.2376,13.6,3.1,882
P04205,Software,Image,0.1628,45.3,3.4,67
P04206,Design,Image,0.302,3.6,4.3,114
P04207,Finance,Video,0.1896,54.7,1.8,321
P04208,Software,Text,0.3487,125.1,4.8,584
P04209,Marketing,Video,0.4616,13.0,4.9,111
P04210,Data Science,Video,0.4232,14.2,8.4,589
P04211,Leadership,Job Opportunity,0.3314,6.1,4.6,635
P04212,Leadership,Text,0.2756,42.8,1.1,241
P04213,AI,Article,0.2313,13.3,1.4,367
P04214,Finance,Text,0.29,92.6,2.8,841
P04215,Career,Text,0.5327,27.2,4.2,1120
P04216,Marketing,Text,0.4545,61.4,12.8,219
P04217,Leadership,Video,0.586,18.5,9.6,170
P04218,Design,Job Opportunity,0.2349,14.5,3.9,291
P04219,Data Science,Text,0.6392,4.8,2.9,139
P04220,Leadership,Job Opportunity,0.3865,10.5,4.9,899
P04221,AI,Image,0.5892,9.3,4.9,488
P04222,Machine Learning,Article,0.3185,43.4,4.6,329
P04223,Leadership,Text,0.4322,25.8,1.8,808
P04224,Machine Learning,Job Opportunity,0.669,1.3,3.5,613
P04225,Career,Image,0.3608,53.3,3.4,720
P04226,Career,Article,0.6388,30.1,5.9,515
P04227,Design,Video,0.5274,39.1,9.5,1025
P04228,AI,Text,0.1938,0.6,3.4,110
P04229,Software,Video,0.055,79.2,5.7,502
P04230,Finance,Article,0.5305,0.6,0.3,1161
P04231,AI,Text,0.2992,120.2,5.5,256
P04232,Design,Text,0.3619,2.8,0.6,209
P04233,Design,Text,0.266,58.2,2.2,246
P04234,Leadership,Article,0.1432,50.2,3.0,331
P04235,Software,Video,0.5766,1.7,5.9,784
P04236,Machine Learning,Image,0.1631,31.3,4.9,332
P04237,Career,Video,0.2679,19.9,1.0,817
P04238,Leadership,Job Opportunity,0.3231,4.8,5.9,486
P04239,Design,Image,0.4848,14.1,12.6,699
P04240,Data Science,Article,0.4283,22.0,1.7,343
P04241,Machine Learning,Article,0.2945,3.2,3.4,272
P04242,Design,Video,0.5417,43.0,4.1,114
P04243,AI,Video,0.1283,37.6,4.0,47
P04244,Marketing,Job Opportunity,0.5867,10.8,8.2,241
P04245,Finance,Article,0.2666,42.1,7.0,44
P04246,Finance,Article,0.3373,17.5,5.5,306
P04247,Data Science,Image,0.1724,32.8,4.3,561
P04248,AI,Job Opportunity,0.1036,13.9,7.0,337
P04249,Marketing,Text,0.0862,0.3,0.9,34
P04250,Software,Text,0.389,9.4,13.6,235
P04251,Machine Learning,Job Opportunity,0.2203,18.2,8.4,501
P04252,Data Science,Text,0.3803,36.4,9.1,897
P04253,Software,Image,0.1942,53.7,16.1,494
P04254,Leadership,Job Opportunity,0.3812,35.5,8.3,323
P04255,Data Science,Text,0.4028,59.7,2.0,472
P04256,Finance,Text,0.5798,29.9,5.2,1419
P04257,Finance,Job Opportunity,0.6663,30.9,8.1,332
P04258,Career,Text,0.4504,9.3,5.2,99
P04259,AI,Article,0.4676,18.6,5.6,223
P04260,AI,Text,0.1699,24.1,9.8,179
P04261,Career,Video,0.2567,47.7,4.2,128
P04262,Software,Article,0.3402,5.5,11.2,184
P04263,Leadership,Video,0.4204,9.8,3.1,2949
P04264,Marketing,Article,0.1365,0.4,5.6,143
P04265,Leadership,Article,0.3577,34.4,1.1,216
P04266,Marketing,Article,0.1571,19.4,1.1,3018
P04267,Software,Text,0.438,7.9,18.3,510
P04268,Finance,Job Opportunity,0.3054,25.5,5.1,424
P04269,Software,Text,0.2893,111.1,4.2,494
P04270,Data Science,Image,0.553,19.0,5.9,374
P04271,Finance,Article,0.3771,7.9,7.1,221
P04272,AI,Text,0.178,58.4,2.2,415
P04273,AI,Text,0.2324,33.8,8.3,497
P04274,Leadership,Image,0.4418,55.7,3.6,83
P04275,AI,Video,0.1896,36.9,17.5,222
P04276,Design,Image,0.4027,4.8,5.6,82
P04277,Marketing,Text,0.3126,19.7,0.6,156
P04278,Career,Job Opportunity,0.5013,8.5,3.4,486
P04279,Finance,Image,0.7097,45.5,5.6,227
P04280,Leadership,Job Opportunity,0.6189,18.9,1.6,264
P04281,Machine Learning,Text,0.3702,3.2,6.5,36
P04282,Marketing,Article,0.4636,92.3,7.1,108
P04283,Software,Video,0.3261,35.9,4.4,126
P04284,Leadership,Text,0.3458,6.3,0.6,81
P04285,Data Science,Image,0.3138,40.9,14.2,372
P04286,Leadership,Article,0.6834,12.9,1.3,342
P04287,Design,Video,0.2974,88.2,3.6,627
P04288,AI,Article,0.3575,23.7,7.9,912
P04289,AI,Text,0.3041,15.7,6.8,990
P04290,Data Science,Article,0.1748,11.1,2.7,438
P04291,Finance,Job Opportunity,0.3339,6.6,2.7,385
P04292,Career,Article,0.6201,0.7,5.2,414
P04293,Data Science,Video,0.3112,16.6,2.1,147
P04294,Career,Article,0.3336,6.9,5.2,410
P04295,Leadership,Article,0.2272,13.6,8.4,219
P04296,Leadership,Text,0.5345,27.4,3.4,124
P04297,Design,Article,0.3334,0.2,4.5,78
P04298,Software,Text,0.0439,19.5,6.3,48
P04299,Leadership,Article,0.3154,16.6,10.8,269
P04300,Career,Video,0.4075,20.2,6.6,191
P04301,Design,Job Opportunity,0.341,1.3,3.2,181
P04302,Software,Image,0.6125,48.3,9.2,131
P04303,Career,Article,0.0358,54.6,8.1,210
P04304,Software,Text,0.4036,18.8,9.0,137
P04305,Design,Article,0.6002,5.5,3.9,355
P04306,Finance,Text,0.25,77.1,10.1,595
P04307,Career,Image,0.2953,18.3,3.4,223
P04308,Marketing,Article,0.2992,20.0,2.7,789
P04309,AI,Text,0.1749,42.9,10.3,177
P04310,Data Science,Image,0.1493,32.9,5.0,70
P04311,Marketing,Text,0.3869,53.1,5.1,982
P04312,Marketing,Article,0.335,18.4,2.1,64
P04313,Finance,Job Opportunity,0.3683,33.3,2.4,211
P04314,Leadership,Article,0.5225,4.8,2.8,618
P04315,Marketing,Image,0.1895,16.4,3.7,890
P04316,Machine Learning,Article,0.1533,95.0,3.8,290
P04317,AI,Job Opportunity,0.3149,19.3,1.1,209
P04318,Software,Image,0.2829,23.0,7.9,1772
P04319,Machine Learning,Text,0.3034,50.0,14.0,689
P04320,Leadership,Job Opportunity,0.1161,6.7,2.1,781
P04321,Design,Article,0.4566,16.0,4.8,483
P04322,Design,Job Opportunity,0.3645,47.1,8.8,535
P04323,Marketing,Video,0.3004,56.8,9.8,406
P04324,Career,Article,0.6431,51.0,3.6,297
P04325,Marketing,Text,0.3139,4.6,9.1,75
P04326,Machine Learning,Article,0.4287,6.2,1.8,113
P04327,Marketing,Video,0.4931,24.9,0.4,568
P04328,Marketing,Video,0.3652,0.1,3.7,863
P04329,Finance,Text,0.3625,34.2,14.8,381
P04330,Career,Image,0.0942,32.3,4.9,137
P04331,Design,Job Opportunity,0.3542,35.6,18.2,388
P04332,Software,Text,0.6127,8.4,1.9,447
P04333,AI,Video,0.425,5.2,3.2,72
P04334,Marketing,Article,0.1348,4.6,7.8,1097
P04335,AI,Job Opportunity,0.5571,34.1,10.2,658
