user_id,post_id,author_id,age_group,gender,location,professional_field,experience_years,education,network_size,previous_interactions,post_topic,content_type,engagement,author_user_similarity,topic_similarity,post_age_hours,author_experience,author_network_size,network_distance,interaction_probability,interaction
U0018,P01912,A0225,18-25,Male,Ahmedabad,Finance,1.7,Bachelors,224,13,Data Science,Job Opportunity,0.1941,0.5977,0.6754,58.7,13.8,216,2,0.4451,1
U1750,P00229,A0958,26-35,Male,Kolkata,Computer Science,1.3,Masters,152,13,Machine Learning,Image,0.2349,0.7772,0.5602,6.7,7.9,507,3,0.5685,1
U0120,P01525,A1390,36-45,Male,Mumbai,Business,2.5,Masters,131,17,Marketing,Text,0.4169,0.6761,0.8431,4.9,1.4,883,2,0.7458,0
U0680,P03085,A1464,26-35,Male,Bengaluru,Finance,6.0,Masters,412,21,Finance,Image,0.42,0.381,0.6447,27.1,8.6,261,3,0.5039,1
U2662,P03971,A1413,26-35,Male,Delhi,Finance,4.7,Masters,264,17,Marketing,Text,0.3325,0.559,0.6769,4.4,23.2,414,2,0.6196,1
U2589,P00720,A0761,26-35,Male,Pune,Computer Science,4.7,Diploma,118,21,Marketing,Image,0.4493,0.6673,0.7268,18.0,2.8,45,1,0.7358,1
U1840,P02443,A0176,36-45,Male,Bengaluru,Engineering,8.0,PhD,144,17,AI,Text,0.1047,0.4595,0.4999,56.7,0.8,54,4,0.2962,0
U0969,P04251,A0980,26-35,Male,Hyderabad,Computer Science,3.5,Masters,357,14,Machine Learning,Job Opportunity,0.2203,0.4721,0.4692,18.2,8.4,501,2,0.4078,0
U0026,P04772,A1759,18-25,Male,Ahmedabad,Marketing,3.0,Bachelors,159,11,Finance,Video,0.8051,0.1222,0.6308,25.1,4.1,183,3,0.3849,1
U2975,P00315,A0019,26-35,Female,Delhi,Computer Science,8.6,Bachelors,39,20,Leadership,Text,0.4193,0.6875,0.4865,8.7,8.8,210,2,0.6408,0
U0896,P01924,A0171,46-55,Female,Mumbai,HR,8.2,Masters,135,21,Leadership,Image,0.2935,0.6843,0.8438,9.0,1.8,115,2,0.7467,1
U1698,P04872,A0258,36-45,Male,Ahmedabad,Design,7.3,Bachelors,215,18,Design,Image,0.3881,0.647,0.3829,48.6,3.5,196,2,0.471,1
U1677,P02600,A0981,36-45,Male,Delhi,Marketing,2.3,Bachelors,251,22,Data Science,Article,0.3668,0.4599,0.6898,19.6,4.7,88,3,0.5464,0
U2658,P01900,A0694,26-35,Female,Pune,Engineering,6.0,Bachelors,342,16,Data Science,Text,0.2891,0.7024,0.1748,5.0,4.9,367,2,0.4564,1
U2487,P00786,A0756,36-45,Female,Other,Other,7.3,Bachelors,361,20,Machine Learning,Image,0.2386,0.3911,0.5442,4.4,17.6,173,3,0.4304,1
U1662,P03290,A0630,36-45,Female,Other,Engineering,2.4,PhD,204,21,Design,Text,0.3346,0.692,0.0898,12.9,7.0,458,3,0.3855,0
U2510,P03345,A0984,36-45,Female,Ahmedabad,Data Science,3.3,Masters,304,19,Data Science,Image,0.325,0.5833,0.7093,79.8,5.6,248,4,0.4183,1
U1271,P04856,A1461,56+,Female,Ahmedabad,Engineering,6.7,PhD,207,13,Machine Learning,Video,0.414,0.6137,0.8345,2.0,1.3,992,1,0.7215,1
U0199,P00168,A0643,18-25,Male,Bengaluru,Data Science,5.5,Masters,478,14,Marketing,Job Opportunity,0.2679,0.3419,0.5633,0.8,4.3,327,3,0.4162,0
U1465,P01915,A1098,36-45,Male,Other,Data Science,4.3,Bachelors,368,24,Data Science,Text,0.5916,0.776,0.4867,58.7,4.5,87,5,0.5427,1
U0920,P04956,A1202,26-35,Male,Hyderabad,Business,5.8,Bachelors,511,13,Machine Learning,Text,0.3679,0.5306,0.3983,3.1,4.5,138,1,0.5126,1
U0240,P01653,A1872,18-25,Male,Pune,Other,0.9,Masters,156,14,Leadership,Article,0.5376,0.7248,0.465,11.4,5.0,300,1,0.6487,0
U1590,P00287,A1070,18-25,Female,Bengaluru,Design,2.7,Bachelors,790,18,Marketing,Text,0.3717,0.7943,0.6195,66.9,2.1,492,5,0.5062,0
U0191,P00662,A1303,46-55,Male,Ahmedabad,Marketing,6.8,Masters,326,17,Finance,Text,0.3909,0.4706,0.5514,15.4,5.3,227,2,0.5143,0
U1590,P01850,A1876,18-25,Female,Bengaluru,Design,2.7,Bachelors,790,18,Data Science,Job Opportunity,0.7378,0.5429,0.2102,5.7,6.0,505,2,0.5271,1
U2561,P01845,A0593,26-35,Female,Delhi,Business,0.7,Diploma,166,12,Leadership,Job Opportunity,0.618,0.6863,0.5452,3.3,2.0,317,3,0.6209,1
U1947,P04383,A1055,18-25,Female,Other,Other,2.1,Masters,950,15,Machine Learning,Job Opportunity,0.2761,0.7716,0.4187,17.2,6.9,382,2,0.5377,0
U2549,P01731,A1718,26-35,Female,Chennai,Data Science,11.4,PhD,510,21,Marketing,Article,0.1579,0.2708,0.7715,13.6,11.2,430,1,0.5236,1
U2931,P02698,A0030,26-35,Female,Hyderabad,HR,5.4,Bachelors,454,23,AI,Video,0.2904,0.8449,0.3541,39.4,12.0,253,1,0.6084,1
U2936,P02250,A0806,26-35,Female,Other,Engineering,3.6,Bachelors,1126,24,AI,Article,0.2353,0.709,0.3518,18.6,4.5,1030,3,0.4947,0
U1970,P02185,A0617,26-35,Female,Mumbai,Finance,4.6,Masters,621,15,Finance,Text,0.1849,0.689,0.6266,3.3,1.3,103,1,0.6429,1
U0906,P00191,A0618,36-45,Female,Kolkata,Engineering,3.4,PhD,143,23,Leadership,Job Opportunity,0.3333,0.6179,0.6764,23.3,7.1,261,2,0.6251,1
U2550,P01046,A1651,26-35,Male,Hyderabad,Engineering,1.1,Bachelors,632,22,Data Science,Image,0.5737,0.718,0.5898,9.0,2.3,710,1,0.748,0
U1703,P04400,A0189,26-35,Male,Pune,Computer Science,9.5,Masters,593,19,Marketing,Article,0.1312,0.6036,0.8103,14.6,6.5,296,1,0.6797,0
U2844,P00793,A0344,18-25,Female,Hyderabad,Marketing,13.8,Masters,192,11,AI,Image,0.2035,0.1772,0.1296,44.2,2.7,575,3,0.1356,0
U0880,P04990,A1488,26-35,Male,Mumbai,Finance,2.3,Bachelors,100,18,Design,Image,0.5153,0.4267,0.6756,10.4,3.9,241,2,0.5934,1
U1518,P01022,A0646,56+,Male,Chennai,Engineering,2.4,Masters,1180,15,Marketing,Article,0.2562,0.3394,0.3453,14.9,2.5,457,2,0.3186,0
U1299,P03627,A1721,36-45,Male,Other,Design,2.7,PhD,351,19,Software,Text,0.6741,0.6662,0.7711,5.0,5.1,685,3,0.7438,1
U1758,P04335,A1182,56+,Female,Mumbai,Marketing,6.9,Bachelors,245,14,AI,Job Opportunity,0.5571,0.6727,0.7281,34.1,10.2,658,2,0.6811,1
U2710,P02967,A1016,36-45,Female,Bengaluru,Engineering,10.0,Bachelors,463,22,Career,Article,0.3049,0.7552,0.7101,36.5,5.9,716,4,0.6456,0
U1708,P04680,A0331,26-35,Male,Bengaluru,Design,3.3,PhD,305,18,Finance,Text,0.2119,0.3304,0.3268,5.4,3.4,1590,4,0.2829,1
U0310,P03632,A1235,18-25,Male,Chennai,Engineering,1.4,Bachelors,284,20,AI,Article,0.062,0.5892,0.7958,2.1,2.7,121,2,0.6171,1
U2150,P04327,A0760,18-25,Male,Mumbai,Engineering,15.3,Bachelors,299,14,Marketing,Video,0.4931,0.7929,0.567,24.9,0.4,568,4,0.6517,1
U1472,P00423,A0333,18-25,Male,Kolkata,Design,1.0,Masters,538,26,Finance,Text,0.5311,0.8359,0.5448,17.9,14.2,179,3,0.7181,0
U0385,P01321,A0431,26-35,Male,Mumbai,Marketing,2.8,Bachelors,320,13,Design,Article,0.1345,0.6834,0.4344,34.5,2.7,634,2,0.44,1
U2602,P00257,A1450,36-45,Male,Mumbai,Computer Science,2.7,Bachelors,74,22,Career,Video,0.1925,0.4416,0.217,70.5,1.8,262,3,0.2258,0
U0979,P03102,A0629,26-35,Male,Kolkata,Computer Science,5.6,Bachelors,179,14,Design,Text,0.3843,0.144,0.3771,8.3,7.4,306,4,0.2332,0
U1393,P00623,A0114,18-25,Male,Delhi,Design,2.0,Masters,238,21,Design,Text,0.3523,0.3076,0.5518,0.7,5.7,253,2,0.4706,0
U0671,P03578,A1020,18-25,Male,Bengaluru,Data Science,2.5,Bachelors,205,19,Data Science,Text,0.3896,0.6909,0.9515,100.1,7.4,1007,1,0.6661,0
U2728,P01825,A0245,18-25,Male,Bengaluru,Engineering,5.8,Bachelors,654,12,Design,Job Opportunity,0.0349,0.0807,0.7149,42.2,6.8,436,1,0.2747,0
U0502,P02550,A1005,46-55,Female,Bengaluru,Engineering,13.2,Bachelors,709,16,Career,Image,0.2842,0.2861,0.7468,6.5,5.4,540,2,0.5266,1
U1805,P02104,A1416,36-45,Female,Delhi,Design,19.6,Bachelors,703,14,AI,Video,0.4674,0.6889,0.2469,12.4,0.9,273,3,0.5256,0
U0073,P04545,A0716,46-55,Female,Mumbai,Engineering,9.1,Masters,42,22,Data Science,Job Opportunity,0.223,0.448,0.512,0.1,3.4,607,5,0.4216,0
U1902,P00920,A1991,18-25,Male,Hyderabad,Data Science,6.0,Diploma,50,25,Finance,Video,0.0264,0.4761,0.6886,14.8,5.0,309,3,0.4987,0
U1082,P04824,A1869,46-55,Male,Ahmedabad,Data Science,7.2,Diploma,570,17,Data Science,Image,0.2683,0.0817,0.6674,3.9,3.0,653,2,0.3652,0
U2377,P00836,A0797,46-55,Male,Chennai,Business,2.2,PhD,518,18,Leadership,Job Opportunity,0.5119,0.3316,0.7146,8.0,3.4,191,1,0.5916,0
U2095,P01858,A1293,46-55,Female,Mumbai,Computer Science,0.3,PhD,164,10,Leadership,Text,0.4522,0.8824,0.1918,65.5,5.0,407,3,0.3938,1
U1514,P04606,A0012,36-45,Male,Chennai,Finance,5.1,Bachelors,59,30,AI,Text,0.5261,0.707,0.7866,4.4,12.5,48,4,0.7735,0
U1582,P04503,A0419,26-35,Female,Ahmedabad,Finance,19.6,Bachelors,558,12,Design,Job Opportunity,0.1461,0.7167,0.27,22.3,4.4,788,4,0.3847,1
U0972,P02225,A0164,18-25,Male,Bengaluru,Computer Science,2.1,Masters,154,15,Finance,Text,0.1198,0.4448,0.7825,59.8,7.0,101,5,0.3339,0
U1369,P02369,A0071,18-25,Male,Other,Marketing,6.0,Bachelors,296,17,Career,Text,0.4747,0.6964,0.9131,20.8,7.5,296,1,0.7824,0
U0047,P01495,A0506,26-35,Male,Bengaluru,Data Science,4.5,Bachelors,588,17,Machine Learning,Text,0.2066,0.3609,0.7256,7.8,5.1,4252,2,0.5113,0
U0612,P04461,A1832,36-45,Male,Delhi,Engineering,9.8,Bachelors,451,17,Finance,Job Opportunity,0.7452,0.4486,0.7351,231.6,5.0,1133,2,0.2858,0
U1248,P02615,A0704,18-25,Male,Delhi,Finance,10.5,Masters,240,14,AI,Job Opportunity,0.1037,0.6011,0.6059,22.9,4.9,595,1,0.5481,1
U0102,P04131,A1809,36-45,Male,Delhi,Marketing,3.4,Bachelors,368,14,Data Science,Job Opportunity,0.3177,0.6847,0.6723,17.4,5.9,244,3,0.5962,0
U2558,P02044,A1895,18-25,Male,Chennai,Other,4.1,Bachelors,228,19,AI,Text,0.2504,0.535,0.6223,51.3,3.4,106,1,0.5078,1
U1142,P03968,A0305,36-45,Male,Chennai,HR,4.8,Diploma,454,22,Finance,Image,0.1797,0.2741,0.7859,17.1,5.2,268,1,0.5189,0
U2391,P04548,A1940,26-35,Female,Hyderabad,Data Science,3.2,Bachelors,121,12,Machine Learning,Job Opportunity,0.5773,0.5754,0.5308,0.3,3.5,78,2,0.5945,0
U1140,P02010,A1533,36-45,Female,Mumbai,Computer Science,7.8,Diploma,85,17,Leadership,Article,0.3918,0.666,0.847,31.8,9.1,547,5,0.6173,0
U2658,P03470,A0039,26-35,Female,Pune,Engineering,6.0,Bachelors,342,16,Leadership,Text,0.3996,0.3548,0.5482,62.6,10.8,186,3,0.3308,0
U1178,P04737,A1550,26-35,Female,Other,Engineering,2.1,Masters,455,15,Software,Article,0.1528,0.5857,0.7479,8.5,3.1,329,3,0.532,1
U0244,P02944,A1363,26-35,Male,Kolkata,Data Science,2.9,Bachelors,64,15,Design,Text,0.453,0.1896,0.7951,15.1,8.6,317,4,0.4046,0
U1323,P01427,A1488,18-25,Female,Bengaluru,Data Science,1.8,Masters,207,16,AI,Article,0.2972,0.5424,0.7897,6.7,7.8,140,4,0.5643,1
U1414,P02829,A1068,56+,Male,Hyderabad,Marketing,0.9,Masters,298,27,Marketing,Text,0.1776,0.4254,0.6591,25.5,5.2,549,2,0.5088,1
U0884,P03398,A1929,26-35,Male,Kolkata,Finance,3.7,PhD,118,18,Machine Learning,Text,0.3404,0.5593,0.3269,21.2,9.9,396,3,0.4021,1
U2438,P03235,A1948,36-45,Male,Kolkata,Data Science,0.5,Masters,645,13,Career,Text,0.0794,0.351,0.7844,17.2,6.9,576,1,0.4532,0
U1576,P03551,A0708,18-25,Male,Other,Engineering,7.6,Masters,298,19,Software,Article,0.1975,0.5773,0.8688,37.5,6.4,553,2,0.6158,0
U2097,P03085,A0924,18-25,Female,Mumbai,Computer Science,2.3,Masters,249,15,Finance,Image,0.42,0.5855,0.7478,27.1,8.6,261,4,0.5546,0
U0929,P02145,A1616,26-35,Male,Delhi,HR,0.8,Bachelors,409,13,Data Science,Text,0.2518,0.3263,0.6275,9.2,6.1,257,1,0.447,1
U0415,P04901,A0964,18-25,Male,Pune,Business,2.8,Bachelors,128,21,Leadership,Text,0.223,0.3105,0.2559,42.9,10.1,610,3,0.2269,1
U1668,P00966,A0247,18-25,Male,Bengaluru,Computer Science,10.5,Bachelors,83,14,Finance,Article,0.3029,0.34,0.3631,39.2,6.1,211,4,0.2654,1
U1376,P04839,A0747,18-25,Male,Mumbai,HR,6.8,Bachelors,613,15,Design,Image,0.4206,0.5596,0.9244,1.5,7.3,303,1,0.7635,1
U2151,P04781,A0335,36-45,Female,Pune,Computer Science,4.8,Masters,212,13,Software,Text,0.3275,0.2781,0.9578,11.8,6.5,515,2,0.5495,0
U0048,P03863,A1709,26-35,Female,Mumbai,Finance,12.0,Masters,103,19,Data Science,Job Opportunity,0.5137,0.7769,0.7527,37.0,10.2,199,3,0.7321,1
U2961,P02809,A0866,36-45,Male,Delhi,Marketing,5.7,Bachelors,260,25,Data Science,Text,0.1872,0.4845,0.669,24.1,8.7,102,2,0.5555,1
U2908,P02527,A0274,18-25,Female,Kolkata,HR,12.1,Masters,440,19,Marketing,Article,0.27,0.5164,0.622,27.7,1.9,394,4,0.4726,1
U0685,P03716,A1974,36-45,Male,Delhi,Computer Science,1.1,Bachelors,515,16,Machine Learning,Image,0.5822,0.6787,0.2738,0.2,3.4,333,3,0.5371,1
U1973,P04212,A1850,36-45,Male,Pune,Business,6.3,Masters,484,21,Leadership,Text,0.2756,0.3566,0.3401,42.8,1.1,241,3,0.2955,0
U2737,P03028,A1206,18-25,Female,Pune,HR,2.7,Bachelors,86,18,Machine Learning,Image,0.4408,0.5843,0.6894,5.6,4.3,282,3,0.6198,1
U0729,P00676,A0753,26-35,Female,Kolkata,Design,3.7,Masters,135,18,Software,Article,0.4374,0.5684,0.7755,13.4,12.8,534,2,0.6578,1
U2326,P01983,A0895,56+,Male,Delhi,Finance,7.3,Bachelors,90,19,Software,Article,0.3262,0.537,0.4063,11.0,6.5,140,2,0.5019,1
U1219,P00007,A0299,36-45,Female,Delhi,Computer Science,3.6,Masters,57,19,Finance,Video,0.6584,0.2214,0.7561,157.5,1.4,381,3,0.2589,0
U2089,P04201,A0285,36-45,Female,Bengaluru,Business,10.2,Bachelors,430,16,Design,Image,0.3686,0.3635,0.3161,30.5,7.1,386,1,0.3791,1
U0717,P01643,A1327,26-35,Female,Chennai,Data Science,8.0,Bachelors,217,16,Marketing,Image,0.5072,0.4569,0.2824,9.9,2.2,245,3,0.4023,0
U0063,P01792,A0779,26-35,Male,Mumbai,Marketing,1.9,Masters,562,21,Finance,Image,0.7094,0.5042,0.5528,15.6,6.0,535,2,0.6409,1
U2899,P04143,A1016,36-45,Male,Bengaluru,Finance,10.6,PhD,164,19,Leadership,Job Opportunity,0.0329,0.6458,0.5413,2.5,5.0,298,5,0.473,1
U0015,P04417,A1119,26-35,Male,Mumbai,Other,5.2,Bachelors,258,17,Finance,Video,0.1556,0.3943,0.1993,15.3,9.3,169,4,0.2372,0
U0901,P00208,A0009,26-35,Male,Bengaluru,Data Science,6.8,Bachelors,182,14,Software,Text,0.7095,0.712,0.8615,8.2,6.4,106,5,0.7476,1
U0662,P03238,A0067,46-55,Female,Other,Engineering,11.7,PhD,184,14,Finance,Text,0.4314,0.5203,0.7677,7.9,3.1,87,2,0.6418,0
U1278,P01248,A1127,18-25,Female,Hyderabad,Marketing,4.5,Bachelors,473,19,Career,Text,0.3482,0.7177,0.8534,17.8,8.5,795,2,0.7366,1
U1289,P02835,A1006,26-35,Female,Hyderabad,Marketing,1.6,Bachelors,483,12,Machine Learning,Article,0.2762,0.6265,0.5393,30.3,6.2,272,4,0.4145,1
U2723,P04796,A0585,26-35,Male,Chennai,Design,6.1,PhD,119,8,Machine Learning,Article,0.6669,0.6159,0.9074,94.1,11.6,529,3,0.5708,1
U0216,P01922,A0954,36-45,Female,Mumbai,Engineering,10.4,Masters,270,13,Finance,Text,0.2743,0.607,0.1668,41.9,9.8,203,5,0.257,0
U2040,P03749,A0413,36-45,Female,Ahmedabad,Business,3.7,PhD,150,24,Software,Video,0.1619,0.6918,0.7279,12.9,9.7,176,3,0.6297,1
U0490,P02898,A0233,26-35,Male,Other,Business,0.8,Diploma,66,12,Data Science,Job Opportunity,0.5214,0.7437,0.7093,9.3,0.6,255,2,0.6966,1
U0192,P03017,A1562,18-25,Male,Mumbai,Data Science,4.8,Masters,641,26,AI,Video,0.1665,0.3221,0.2539,8.0,7.3,600,5,0.2595,0
U2223,P03709,A1927,26-35,Male,Bengaluru,Computer Science,1.0,Masters,1482,21,AI,Image,0.6117,0.8044,0.1154,30.8,5.0,343,1,0.5893,0
U0951,P04471,A0998,26-35,Male,Hyderabad,Computer Science,4.7,Masters,138,18,Data Science,Job Opportunity,0.3908,0.2831,0.8395,21.0,2.1,218,1,0.5707,0
U2102,P02698,A0107,18-25,Male,Mumbai,Computer Science,10.6,PhD,88,15,AI,Video,0.2904,0.899,0.9768,39.4,12.0,253,4,0.7585,0
U2740,P02064,A1033,26-35,Male,Hyderabad,Engineering,10.3,Masters,596,12,Data Science,Text,0.3331,0.4624,0.3632,20.7,10.0,343,3,0.3683,0
U0155,P03992,A0817,18-25,Male,Bengaluru,Marketing,7.4,Bachelors,451,16,Software,Article,0.1446,0.7755,0.3688,19.2,2.5,843,1,0.5629,1
U1737,P01301,A0569,46-55,Female,Chennai,Finance,0.8,PhD,749,14,Marketing,Text,0.6651,0.674,0.7093,28.9,9.6,867,3,0.6556,1
U1736,P04396,A1210,36-45,Female,Bengaluru,Marketing,1.1,Bachelors,49,15,Data Science,Text,0.3398,0.4405,0.6103,108.2,2.0,216,2,0.311,1
U0699,P03949,A0337,36-45,Male,Chennai,Computer Science,2.4,Masters,171,18,AI,Video,0.6318,0.3191,0.4021,8.4,6.0,5469,4,0.3883,0
U0326,P01714,A1213,36-45,Female,Delhi,Marketing,8.5,Masters,351,13,Finance,Text,0.4233,0.5639,0.5274,16.6,8.2,854,2,0.5437,1
U1937,P03093,A0730,26-35,Male,Delhi,HR,2.7,Bachelors,167,17,Finance,Text,0.1913,0.6476,0.6611,54.2,5.0,466,5,0.4162,0
U0547,P04697,A0107,26-35,Male,Mumbai,Engineering,5.6,Bachelors,147,18,Software,Text,0.4439,0.5016,0.6383,26.4,10.9,227,1,0.608,0
U1706,P02620,A1956,56+,Male,Pune,Design,1.9,Masters,475,21,Data Science,Article,0.1125,0.4789,0.7953,53.8,8.4,1157,3,0.4541,1
U0524,P02662,A1056,26-35,Male,Delhi,Marketing,5.7,PhD,353,12,Finance,Article,0.3363,0.3512,0.5988,130.9,4.7,426,3,0.2132,0
U1474,P00138,A1879,26-35,Male,Bengaluru,HR,2.1,Bachelors,1653,25,Machine Learning,Article,0.3161,0.2359,0.4662,9.9,2.0,162,2,0.4143,1
U1536,P02934,A0629,26-35,Male,Other,Finance,1.9,Bachelors,63,17,Design,Article,0.6203,0.7153,0.3387,6.9,9.2,178,2,0.602,0
U0709,P02318,A1758,26-35,Male,Hyderabad,HR,1.6,Bachelors,224,16,Finance,Image,0.3355,0.5398,0.7832,7.0,1.6,324,4,0.567,1
U0663,P01675,A1868,18-25,Female,Mumbai,Data Science,4.4,PhD,281,16,Leadership,Text,0.1693,0.7462,0.7149,77.8,8.2,1616,2,0.5302,0
U2881,P00280,A0396,18-25,Male,Chennai,Design,18.4,Masters,236,28,Marketing,Article,0.4878,0.6237,0.9115,112.1,6.3,196,1,0.714,1
U0532,P04373,A0499,36-45,Male,Other,Engineering,11.6,Bachelors,213,22,Software,Video,0.1966,0.3219,0.8326,58.1,1.7,454,3,0.4344,0
U2919,P03607,A0207,18-25,Female,Ahmedabad,Other,6.0,Bachelors,53,23,Machine Learning,Article,0.5165,0.8037,0.1845,19.1,6.3,857,4,0.512,1
U2379,P00782,A0654,18-25,Male,Bengaluru,Design,1.1,Diploma,124,16,Marketing,Image,0.6438,0.2885,0.7843,2.0,1.2,600,2,0.6077,1
U0195,P04059,A1616,18-25,Female,Mumbai,Marketing,3.3,Diploma,1126,18,AI,Video,0.316,0.8876,0.7285,21.9,5.6,178,3,0.724,0
U2431,P02951,A0870,46-55,Male,Mumbai,Computer Science,2.2,Bachelors,408,23,Design,Job Opportunity,0.4269,0.5419,0.7158,79.7,2.8,146,2,0.5394,0
U1194,P00538,A0109,56+,Female,Pune,Marketing,3.0,Masters,544,14,Marketing,Text,0.322,0.2463,0.213,38.8,6.5,783,3,0.1862,0
U1716,P03515,A0845,36-45,Male,Mumbai,Data Science,9.4,Bachelors,194,20,Machine Learning,Video,0.1721,0.7479,0.1269,14.0,11.2,453,4,0.3967,0
U0970,P02393,A0095,18-25,Male,Pune,Marketing,12.6,Diploma,147,13,Data Science,Video,0.1827,0.1935,0.8759,4.9,4.2,167,4,0.4185,0
U1561,P00237,A0843,56+,Female,Other,Data Science,4.7,Masters,830,13,Data Science,Text,0.6572,0.595,0.5533,104.0,7.2,801,3,0.403,1
U1239,P02960,A1915,18-25,Male,Pune,Finance,7.4,Diploma,350,11,Design,Video,0.2495,0.407,0.603,6.7,5.4,386,2,0.458,1
U0598,P01988,A1322,36-45,Female,Delhi,Finance,4.2,Bachelors,54,20,Marketing,Article,0.0105,0.251,0.1576,73.3,5.3,273,4,0.1048,0
U2615,P00945,A0865,18-25,Female,Mumbai,Business,10.5,Bachelors,371,24,Design,Article,0.5137,0.645,0.7511,16.1,1.2,367,2,0.7589,0
U2383,P04686,A1502,18-25,Female,Mumbai,Marketing,11.2,Masters,227,14,Design,Job Opportunity,0.517,0.6913,0.4408,100.9,2.1,362,2,0.4485,1
U2038,P02367,A1506,18-25,Male,Pune,Marketing,4.5,Bachelors,320,25,Data Science,Video,0.53,0.6982,0.7078,12.0,1.6,855,4,0.7117,0
U2286,P03030,A1485,18-25,Male,Mumbai,Data Science,6.2,Masters,407,18,Career,Video,0.2466,0.2979,0.2434,159.9,3.8,709,2,0.1153,0
U2733,P03026,A1428,26-35,Female,Bengaluru,Other,3.7,Bachelors,219,17,AI,Image,0.1832,0.6871,0.3557,15.1,14.1,69,5,0.3874,0
U0838,P03582,A0472,56+,Male,Hyderabad,Marketing,0.5,Masters,476,15,Design,Job Opportunity,0.7065,0.6895,0.1754,62.7,8.4,782,1,0.4637,0
U0354,P00382,A1405,26-35,Male,Bengaluru,Engineering,4.1,Masters,63,19,Finance,Video,0.2514,0.3272,0.2649,70.1,4.7,280,1,0.2505,0
U0583,P03983,A0661,18-25,Male,Chennai,Data Science,11.3,PhD,243,18,Career,Image,0.1867,0.9016,0.2294,43.6,2.9,237,4,0.4456,1
U2100,P04670,A1883,18-25,Female,Other,Finance,1.9,Masters,227,18,Career,Image,0.4768,0.6127,0.6075,15.5,2.5,517,3,0.5766,0
U2357,P02472,A1371,26-35,Female,Chennai,Marketing,4.7,Bachelors,125,16,Marketing,Text,0.2602,0.491,0.9207,24.1,15.0,539,3,0.5793,1
U1015,P01243,A0685,26-35,Female,Delhi,Business,6.4,Bachelors,132,15,Marketing,Job Opportunity,0.1975,0.5606,0.5037,62.6,1.2,2138,3,0.3529,0
U2570,P04995,A0421,56+,Female,Kolkata,Design,6.4,Masters,201,26,Machine Learning,Article,0.2698,0.7976,0.3944,15.0,3.3,1093,5,0.5298,0
U2166,P00781,A1161,18-25,Female,Chennai,Design,5.0,PhD,358,18,AI,Article,0.5507,0.3872,0.4962,212.8,1.5,191,2,0.1669,0
U2993,P01571,A0404,26-35,Female,Mumbai,Business,2.9,Masters,416,14,Design,Image,0.2929,0.3868,0.7275,7.8,10.5,418,4,0.448,0
U1078,P02900,A1813,26-35,Female,Other,Computer Science,5.5,Masters,195,15,Machine Learning,Article,0.4492,0.4965,0.3859,4.3,11.6,299,3,0.4347,1
U2243,P00248,A1463,26-35,Male,Other,Marketing,6.3,PhD,235,16,Design,Text,0.4494,0.679,0.6811,2.0,6.8,200,4,0.6366,1
U1154,P01141,A0827,18-25,Male,Hyderabad,Finance,0.9,PhD,580,20,AI,Text,0.4942,0.313,0.7933,18.0,1.7,581,1,0.6011,1
U2532,P00967,A1584,36-45,Female,Mumbai,Computer Science,4.9,Bachelors,693,20,Finance,Text,0.4719,0.1889,0.4174,3.1,3.3,89,5,0.3017,1
U0401,P01791,A0073,26-35,Male,Mumbai,Engineering,1.9,Bachelors,387,17,Machine Learning,Video,0.5267,0.5697,0.7462,5.6,10.9,42,3,0.6643,1
U2296,P00163,A0409,18-25,Female,Bengaluru,Business,4.8,Bachelors,200,23,Marketing,Article,0.3283,0.8613,0.6217,27.1,6.7,301,3,0.6967,0
U1411,P04252,A1533,46-55,Male,Kolkata,Marketing,3.1,PhD,816,21,Data Science,Text,0.3803,0.4386,0.5027,36.4,9.1,897,2,0.4501,1
U2811,P00990,A0661,18-25,Male,Ahmedabad,Other,1.5,Masters,481,20,Marketing,Video,0.4631,0.5557,0.5785,79.8,6.7,617,3,0.4275,0
U2800,P00516,A1275,36-45,Male,Bengaluru,Data Science,5.1,Bachelors,357,16,Data Science,Video,0.5012,0.6958,0.6938,66.2,5.6,175,3,0.5902,1
U1915,P01667,A1384,18-25,Male,Other,Business,1.5,Bachelors,565,28,Finance,Article,0.603,0.2277,0.7583,11.7,4.9,414,1,0.6245,1
U0980,P01562,A0015,18-25,Female,Chennai,Computer Science,8.8,Masters,104,22,Data Science,Job Opportunity,0.1052,0.8095,0.572,27.0,10.7,1349,5,0.5303,0
U1449,P03665,A0018,36-45,Female,Pune,Computer Science,6.5,Bachelors,127,18,Machine Learning,Job Opportunity,0.2674,0.403,0.5844,3.8,2.5,541,2,0.4899,1
U1989,P01388,A1275,56+,Female,Hyderabad,Data Science,10.0,Bachelors,421,18,Marketing,Article,0.122,0.4405,0.2818,5.0,7.2,549,5,0.2733,1
U1224,P00590,A0049,36-45,Male,Mumbai,Engineering,4.8,Masters,151,18,Software,Job Opportunity,0.7217,0.4687,0.4116,22.7,4.7,104,5,0.4479,0
U2725,P00859,A1075,18-25,Female,Pune,Computer Science,0.6,Masters,561,18,Machine Learning,Image,0.3434,0.5739,0.3593,6.9,9.6,63,1,0.508,1
U1838,P00109,A1570,26-35,Male,Chennai,Engineering,5.4,Bachelors,410,17,Finance,Video,0.3112,0.7368,0.4149,49.3,4.5,811,2,0.5025,1
